CECO,DESCRIPCION_CECO,Año,Mes,NOMBRE_INDICADOR,INDICADOR
1590,CITY U - 03,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"2,1700"
1590,CITY U - 03,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"2,1700"
1590,CITY U - 03,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"2,1700"
1593,ARTURO CALLE KIDS OVIEDO -07,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"0,0000"
1593,ARTURO CALLE KIDS OVIEDO -07,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"0,0000"
1593,ARTURO CALLE KIDS OVIEDO -07,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"0,0000"
1594,MALL PLAZA MANIZALES TRASL RED,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"26000000,0000"
1594,MALL PLAZA MANIZALES TRASL RED,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"26000000,0000"
1594,MALL PLAZA MANIZALES TRASL RED,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"26000000,0000"
1595,AMPLIACION BIBLIOTECA JMSD - 7,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,2600"
1595,AMPLIACION BIBLIOTECA JMSD - 7,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,2600"
1595,AMPLIACION BIBLIOTECA JMSD - 7,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,2600"
1596,COLEGIO HELVETIA FASE 1 ETAPA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"2,5300"
1596,COLEGIO HELVETIA FASE 1 ETAPA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"2,5000"
1596,COLEGIO HELVETIA FASE 1 ETAPA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"2,4200"
1597,REFORZ. ESTRUC. COLEGIO INGLAT,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"2,6800"
1597,REFORZ. ESTRUC. COLEGIO INGLAT,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"2,6800"
1597,REFORZ. ESTRUC. COLEGIO INGLAT,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"2,6800"
1598,AMPLI. CORREDORES Y NUEV. LOCA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,4100"
1598,AMPLI. CORREDORES Y NUEV. LOCA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,4100"
1598,AMPLI. CORREDORES Y NUEV. LOCA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,4100"
1602,VITRUM ICONO URBANO - 01,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,5300"
1602,VITRUM ICONO URBANO - 01,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,5300"
1602,VITRUM ICONO URBANO - 01,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,5300"
1605,SANTA ANA II - ETAPA IV,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"0,5100"
1605,SANTA ANA II - ETAPA IV,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"0,5100"
1605,SANTA ANA II - ETAPA IV,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"0,5100"
1607,REMOD. PISCINA Y TURCO CLUB LO,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,9400"
1607,REMOD. PISCINA Y TURCO CLUB LO,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,9400"
1607,REMOD. PISCINA Y TURCO CLUB LO,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,9400"
1608,TORRE ALIANZA NEXUS,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,7500"
1608,TORRE ALIANZA NEXUS,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,7500"
1608,TORRE ALIANZA NEXUS,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,7500"
1611,BOTANIKA OTUM,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,2900"
1611,BOTANIKA OTUM,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,2900"
1611,BOTANIKA OTUM,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,2900"
1614,CEDRITOS IPANEMA MIRTOS,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"3,0300"
1614,CEDRITOS IPANEMA MIRTOS,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"3,0300"
1614,CEDRITOS IPANEMA MIRTOS,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"3,0300"
1615,CONSTRUCCION DEL CEDI JERONIMO,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,5500"
1615,CONSTRUCCION DEL CEDI JERONIMO,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,5500"
1615,CONSTRUCCION DEL CEDI JERONIMO,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,5500"
1616,REMOD C.C. ATLANTIS PLAZA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"2,1000"
1616,REMOD C.C. ATLANTIS PLAZA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"2,1000"
1616,REMOD C.C. ATLANTIS PLAZA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"2,1000"
1617,EDIFICIO DE OFICINAS 1-93,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,6300"
1617,EDIFICIO DE OFICINAS 1-93,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,6300"
1617,EDIFICIO DE OFICINAS 1-93,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,6300"
1618,REMOD C.C. SALITRE PLAZA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,9700"
1618,REMOD C.C. SALITRE PLAZA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,9600"
1618,REMOD C.C. SALITRE PLAZA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,9500"
1619,BLOQUE G ANGLO COLOMBIANO,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"0,7900"
1619,BLOQUE G ANGLO COLOMBIANO,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"0,7900"
1619,BLOQUE G ANGLO COLOMBIANO,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"0,7900"
1620,PEPE GANGA FONTANAR,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,6600"
1620,PEPE GANGA FONTANAR,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,6600"
1620,PEPE GANGA FONTANAR,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,6600"
1621,AUDITORIO Y SALAS CORPOICA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"3,0500"
1621,AUDITORIO Y SALAS CORPOICA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"3,0500"
1621,AUDITORIO Y SALAS CORPOICA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"3,0500"
1622,ATRIO - QBO,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"0,9200"
1622,ATRIO - QBO,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"0,9100"
1622,ATRIO - QBO,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"0,9900"
1623,C.C. VIVA LA CEJA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"2,3500"
1623,C.C. VIVA LA CEJA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"2,3500"
1623,C.C. VIVA LA CEJA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"2,3500"
1624,CEDI EXITO DE PEREIRA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,7900"
1624,CEDI EXITO DE PEREIRA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,7900"
1624,CEDI EXITO DE PEREIRA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,7900"
1625,ET - CAN,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"3,1600"
1625,ET - CAN,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"3,1600"
1625,ET - CAN,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"3,1600"
1626,URBAIN 52,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"-0,0600"
1626,URBAIN 52,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"-0,0600"
1626,URBAIN 52,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"-0,0600"
1627,CENTRAL POINT,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,9900"
1627,CENTRAL POINT,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,9900"
1627,CENTRAL POINT,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,9900"
1628,DAVINCI SORIANO,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"0,4100"
1628,DAVINCI SORIANO,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"0,4100"
1628,DAVINCI SORIANO,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"0,4100"
1629,MODULOS U. DEL ROSARIO,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,8200"
1629,MODULOS U. DEL ROSARIO,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,8200"
1629,MODULOS U. DEL ROSARIO,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,8200"
1631,BLOQUE C - UNIANDES,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"2,4900"
1631,BLOQUE C - UNIANDES,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"2,4900"
1631,BLOQUE C - UNIANDES,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"2,4900"
1632,URBANISMO NOVICIADO,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"4,8800"
1632,URBANISMO NOVICIADO,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"4,8800"
1632,URBANISMO NOVICIADO,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"4,8800"
1633,TORRE DE OFICINAS FUTURA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,5100"
1633,TORRE DE OFICINAS FUTURA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,5100"
1633,TORRE DE OFICINAS FUTURA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,5100"
1634,BODEGA GUILLERMOS SERRANO,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,5000"
1634,BODEGA GUILLERMOS SERRANO,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,5000"
1634,BODEGA GUILLERMOS SERRANO,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,5000"
1635,CENTRO COMERCIAL SOACHA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"3,4700"
1635,CENTRO COMERCIAL SOACHA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"3,4700"
1635,CENTRO COMERCIAL SOACHA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"3,4700"
1636,C.C. SUR BARRANQUILLA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,2100"
1636,C.C. SUR BARRANQUILLA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,2100"
1636,C.C. SUR BARRANQUILLA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,2100"
1637,CENTRO EMPRESARIAL SANTA INES,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"0,6300"
1637,CENTRO EMPRESARIAL SANTA INES,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"0,6300"
1637,CENTRO EMPRESARIAL SANTA INES,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"0,6300"
1638,FALABELLA FONTANAR CHIA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,2200"
1638,FALABELLA FONTANAR CHIA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,2200"
1638,FALABELLA FONTANAR CHIA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,2200"
1639,FALABELLA JARDIN PLAZA CALI,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,6000"
1639,FALABELLA JARDIN PLAZA CALI,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,6000"
1639,FALABELLA JARDIN PLAZA CALI,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,6000"
1647,C. CORP SERENA DEL MAR G OBRA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"4,3300"
1647,C. CORP SERENA DEL MAR G OBRA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"3,9000"
1647,C. CORP SERENA DEL MAR G OBRA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"3,9000"
1648,ARTURO CALLE SANTA MARTA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"3,9300"
1648,ARTURO CALLE SANTA MARTA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"3,9300"
1648,ARTURO CALLE SANTA MARTA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"3,9300"
1649,ARTURO CALLE FONTANAR,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"5,8200"
1649,ARTURO CALLE FONTANAR,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"5,8200"
1649,ARTURO CALLE FONTANAR,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"5,8200"
1650,ARTURO CALLE MEDELLIN MAYORCA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"2,9500"
1650,ARTURO CALLE MEDELLIN MAYORCA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"2,9500"
1650,ARTURO CALLE MEDELLIN MAYORCA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"2,9500"
1651,ARTURO CALLE VALLEDUPAR,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"104,7500"
1651,ARTURO CALLE VALLEDUPAR,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"104,7500"
1651,ARTURO CALLE VALLEDUPAR,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"104,7500"
1652,ARTURO CALLE CASTELLANA CARTAG,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"5,1700"
1652,ARTURO CALLE CASTELLANA CARTAG,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"5,1700"
1652,ARTURO CALLE CASTELLANA CARTAG,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"5,1700"
1653,MARTINIQUE CARTAGENA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"10,9500"
1653,MARTINIQUE CARTAGENA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"10,9500"
1653,MARTINIQUE CARTAGENA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"10,9500"
1654,HOTEL KARIBANA CARTAGENA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,6300"
1654,HOTEL KARIBANA CARTAGENA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,6300"
1654,HOTEL KARIBANA CARTAGENA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,6300"
1655,HANGAR AVIANCA RIONEGRO,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,9900"
1655,HANGAR AVIANCA RIONEGRO,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,9900"
1655,HANGAR AVIANCA RIONEGRO,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,9900"
1656,TELESKOP,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,6100"
1656,TELESKOP,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,6200"
1656,TELESKOP,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,6200"
1657,CASA CARDENAS,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"5,8400"
1657,CASA CARDENAS,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"5,8400"
1657,CASA CARDENAS,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"5,8400"
1658,TERRANOVA CHIA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"24,6900"
1658,TERRANOVA CHIA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"24,6900"
1658,TERRANOVA CHIA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"24,6900"
1660,HOMECENTER CARTAGENA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,8100"
1660,HOMECENTER CARTAGENA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,8100"
1660,HOMECENTER CARTAGENA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,8100"
1663,AMPLIA. PLAZA DE LAS AMERICAS,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,9600"
1663,AMPLIA. PLAZA DE LAS AMERICAS,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,9600"
1663,AMPLIA. PLAZA DE LAS AMERICAS,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,9600"
1667,CALLE 93 ASYS - HEMA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"0,9800"
1667,CALLE 93 ASYS - HEMA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"0,9800"
1667,CALLE 93 ASYS - HEMA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"0,9800"
1668,PARQUE INDUSTRIAL TERRAPUERTO,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,6800"
1668,PARQUE INDUSTRIAL TERRAPUERTO,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,6800"
1668,PARQUE INDUSTRIAL TERRAPUERTO,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,6800"
1670,PLAN NAL DE INFRAESTRUCTURA ED,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"2,3000"
1670,PLAN NAL DE INFRAESTRUCTURA ED,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"2,3100"
1670,PLAN NAL DE INFRAESTRUCTURA ED,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"2,3400"
1672,AMPLI. TERRAZA DE COMIDAS HAYU,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"2,4300"
1672,AMPLI. TERRAZA DE COMIDAS HAYU,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"2,4300"
1672,AMPLI. TERRAZA DE COMIDAS HAYU,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"2,4300"
1674,SAN ROQUE,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"0,6900"
1674,SAN ROQUE,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"0,6900"
1674,SAN ROQUE,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"0,6900"
1676,HOMECENTER BARRANQUILLA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,4800"
1676,HOMECENTER BARRANQUILLA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,4800"
1676,HOMECENTER BARRANQUILLA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,4800"
1677,PLAZA CREA Y SUEÑA ANDINO,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"3,3200"
1677,PLAZA CREA Y SUEÑA ANDINO,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"3,3200"
1677,PLAZA CREA Y SUEÑA ANDINO,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"3,3200"
1678,A.C. VILLAVICENCIO PRIMAVERA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"2,6200"
1678,A.C. VILLAVICENCIO PRIMAVERA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"2,6200"
1678,A.C. VILLAVICENCIO PRIMAVERA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"2,6200"
1679,A.C. CALI PALMETO,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"3,8100"
1679,A.C. CALI PALMETO,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"3,8100"
1679,A.C. CALI PALMETO,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"3,8100"
1680,A.C. VIVA BARRANQUILLA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"3,6300"
1680,A.C. VIVA BARRANQUILLA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"3,6300"
1680,A.C. VIVA BARRANQUILLA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"3,6300"
1681,A.C. PLAZA CENTRAL BOGOTA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,6600"
1681,A.C. PLAZA CENTRAL BOGOTA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,6600"
1681,A.C. PLAZA CENTRAL BOGOTA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,6600"
1682,A.C. CAMPANARIO POPAYAN,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"3,4000"
1682,A.C. CAMPANARIO POPAYAN,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"3,4000"
1682,A.C. CAMPANARIO POPAYAN,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"3,4000"
1683,A.C. UNICENTRO NEIVA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"3,0100"
1683,A.C. UNICENTRO NEIVA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"3,0100"
1683,A.C. UNICENTRO NEIVA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"3,0100"
1685,A.C. LA FELICIDAD BOGOTA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,4100"
1685,A.C. LA FELICIDAD BOGOTA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,4100"
1685,A.C. LA FELICIDAD BOGOTA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,4100"
1686,CENTRO EMPRESARIAL CALLE 80,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,7400"
1686,CENTRO EMPRESARIAL CALLE 80,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,7400"
1686,CENTRO EMPRESARIAL CALLE 80,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,7200"
1687,COLSUBSIDIO LA COLINA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,6700"
1687,COLSUBSIDIO LA COLINA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,6900"
1687,COLSUBSIDIO LA COLINA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,6600"
1688,CENTRO DISTR. JERONIMO MARTINS,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"110,9900"
1688,CENTRO DISTR. JERONIMO MARTINS,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"110,9900"
1688,CENTRO DISTR. JERONIMO MARTINS,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"110,9900"
1689,HOTEL HILTON SANTA MARTA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"2,0500"
1689,HOTEL HILTON SANTA MARTA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"2,0300"
1689,HOTEL HILTON SANTA MARTA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"2,0100"
1690,C.C. NUESTRO MONTERIA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"7,4900"
1690,C.C. NUESTRO MONTERIA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"7,4900"
1690,C.C. NUESTRO MONTERIA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"7,4900"
1691,HOTEL AMURA CARTAGENA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"2,3800"
1691,HOTEL AMURA CARTAGENA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"2,3800"
1691,HOTEL AMURA CARTAGENA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"2,3800"
1692,OF. FONDO INMOBILIARIO COLOMBI,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"10,4300"
1692,OF. FONDO INMOBILIARIO COLOMBI,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"10,4300"
1692,OF. FONDO INMOBILIARIO COLOMBI,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"10,4300"
1693,CENTRO COMERCIAL ALEGRA BARRAN,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,4800"
1693,CENTRO COMERCIAL ALEGRA BARRAN,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,4800"
1693,CENTRO COMERCIAL ALEGRA BARRAN,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,4800"
1694,LA RESOLANA CASA 3 Y 8,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"2,2100"
1694,LA RESOLANA CASA 3 Y 8,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"2,2100"
1694,LA RESOLANA CASA 3 Y 8,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"2,2100"
1695,FALABELLA LA COLINA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,7000"
1695,FALABELLA LA COLINA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,7000"
1695,FALABELLA LA COLINA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,7000"
1696,EDIFICIO 91.11 ARPRO,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,2900"
1696,EDIFICIO 91.11 ARPRO,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,2900"
1696,EDIFICIO 91.11 ARPRO,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,2900"
1698,PARQUEADERO GATA GOLOSA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"1,7900"
1698,PARQUEADERO GATA GOLOSA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"1,7900"
1698,PARQUEADERO GATA GOLOSA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"1,7900"
1699,APARTAMENTO CHIA,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"3,0300"
1699,APARTAMENTO CHIA,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"3,0300"
1699,APARTAMENTO CHIA,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"3,0300"
1700,MINIS DE EDUCACION FFIE 006,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"0,7100"
1700,MINIS DE EDUCACION FFIE 006,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"0,7100"
1700,MINIS DE EDUCACION FFIE 006,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"0,7100"
1701,CAMPUS POLITECNICO GRANCOLOMBI,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"2,2000"
1701,CAMPUS POLITECNICO GRANCOLOMBI,2019,marzo,ADM002-MULTIPLICADOR PROMEDIO,"2,1700"
1701,CAMPUS POLITECNICO GRANCOLOMBI,2019,abril,ADM002-MULTIPLICADOR PROMEDIO,"2,1500"
1702,HOTEL EL ALCARAVAN,2019,febrero,ADM002-MULTIPLICADOR PROMEDIO,"22,0100"
